Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Neg,Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.,27,17.96,1.38,79.42,88.52,13.50,14.81,74.07,55.56,18.52,11.11,11.11,0.00,0.00,0.00,0.00,7.41,7.41,7.41,14.81,0.00,7.41,7.41,18.52,7.41,3.70,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,11.11,0.00,3.70,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,7.41,14.81,0.00,7.41,0.00,0.00,7.41,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,7.41,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70
Neg,Asked #Siri Where's Baby Lisa? and was told sorry I'm having trouble connecting to the network right now. @apple server fail. #ios5,22,56.58,81.84,31.94,1.00,5.50,13.64,68.18,31.82,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,4.55,4.55,13.64,4.55,4.55,0.00,27.27,4.55,0.00,4.55,0.00,0.00,13.64,0.00,13.64,0.00,0.00,9.09,13.64,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,0.00,9.09,13.64,13.64,0.00,13.64,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,9.09,0.00,0.00,0.00,4.55,0.00,0.00,0.00,9.09,0.00,13.64
Neg,Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!,19,21.43,50.00,1.00,97.58,9.50,15.79,68.42,42.11,10.53,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,15.79,5.26,5.26,0.00,31.58,5.26,0.00,0.00,5.26,0.00,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,15.79,15.79,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.05,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53
Neg,Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!,24,92.84,33.83,7.84,1.00,6.00,20.83,70.83,33.33,12.50,8.33,4.17,0.00,4.17,0.00,0.00,4.17,0.00,16.67,4.17,0.00,0.00,0.00,8.33,4.17,4.17,0.00,8.33,4.17,8.33,0.00,8.33,0.00,8.33,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,8.33,4.17,0.00,8.33,0.00,4.17,4.17,8.33,0.00,0.00,0.00,0.00,0.00,12.50,8.33,4.17,0.00,0.00,0.00,25.00,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,0.00,4.17
Neg,yo @apple this update is a disaster,7,67.14,50.00,13.15,1.00,7.00,14.29,85.71,42.86,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Neg,Dear @AppleCongratulations I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures,23,58.77,50.00,27.39,25.77,11.50,21.74,82.61,52.17,21.74,17.39,13.04,0.00,4.35,0.00,0.00,4.35,4.35,13.04,4.35,4.35,4.35,0.00,13.04,4.35,4.35,0.00,0.00,0.00,8.70,4.35,4.35,0.00,4.35,0.00,13.04,0.00,4.35,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,13.04,4.35,4.35,8.70,0.00,0.00,4.35,8.70,0.00,4.35,0.00,4.35,0.00,8.70,0.00,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70
Neg,Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!,22,31.44,18.16,61.34,99.00,11.00,13.64,77.27,50.00,18.18,13.64,9.09,0.00,4.55,0.00,0.00,4.55,0.00,13.64,13.64,0.00,4.55,4.55,27.27,0.00,0.00,0.00,0.00,4.55,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,4.55,0.00,0.00,13.64,0.00,0.00,4.55,0.00,9.09,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,18.18,0.00,13.64,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,0.00,0.00,22.73,4.55,0.00,4.55,0.00,0.00,4.55,0.00,0.00,4.55,0.00,4.55
Neg,RT @JoelBurns: Dear @Apple it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts&gt;(,26,73.90,50.00,63.54,99.00,6.50,11.54,69.23,30.77,11.54,7.69,7.69,0.00,0.00,0.00,0.00,3.85,3.85,7.69,3.85,3.85,3.85,0.00,15.38,7.69,0.00,0.00,0.00,3.85,15.38,11.54,3.85,0.00,0.00,3.85,11.54,0.00,3.85,0.00,0.00,11.54,0.00,3.85,0.00,3.85,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,11.54,0.00,11.54,0.00,0.00,11.54,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,42.31,11.54,0.00,3.85,3.85,0.00,0.00,0.00,0.00,3.85,3.85,15.38
Neg,By far the worst experience upgrading out of any version of iOS @apple #iOS5,14,99.00,23.75,52.86,1.00,14.00,21.43,71.43,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,28.57,0.00,0.00,0.00,0.00,0.00,14.29,7.14,0.00,0.00,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,7.14,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29
Neg,What happened? RT @xCuntNuggetx: Never purchasing another item from @apple.,10,24.86,50.00,3.37,25.77,5.00,40.00,70.00,40.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,50.00,10.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00
Neg,Never purchasing another item from @apple.,6,17.96,4.80,23.51,25.77,6.00,33.33,66.67,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
Neg,RT @leiboaz: Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.,17,73.36,72.17,1.00,1.00,5.67,35.29,64.71,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,5.88,5.88,0.00,0.00,0.00,23.53,5.88,17.65,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,5.88,0.00,0.00,5.88,11.76,0.00,0.00,11.76,0.00,0.00,5.88,0.00,5.88,5.88,0.00,0.00,35.29,17.65,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76
Neg,Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.,15,69.57,50.00,1.00,1.00,5.00,33.33,66.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,26.67,6.67,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,6.67,0.00,0.00,6.67,13.33,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.67,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67
Neg,Hey guys at @Apple WTF is happening to #iPhone4 with #iOS5 suddenly fade to black and begin to vibrate continuously I had to reboot it,25,92.84,50.00,87.83,25.77,25.00,20.00,80.00,48.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,24.00,8.00,4.00,4.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,24.00,4.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
Neg,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.,16,11.24,50.00,1.00,99.00,8.00,0.00,75.00,43.75,12.50,12.50,6.25,0.00,6.25,0.00,0.00,0.00,0.00,6.25,12.50,6.25,6.25,6.25,18.75,6.25,0.00,6.25,0.00,0.00,25.00,18.75,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,18.75,0.00,12.50,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,6.25,0.00,0.00,0.00,6.25,0.00,6.25,0.00,6.25,0.00,12.50
Neg,Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment,22,56.58,8.65,1.00,1.00,22.00,22.73,50.00,27.27,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,0.00,0.00,4.55,9.09,0.00,9.09,4.55,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,40.91,4.55,0.00,4.55,0.00,0.00,0.00,4.55,0.00,4.55,0.00,22.73
Neg,and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?,23,15.38,50.00,80.16,1.00,11.50,4.35,91.30,60.87,17.39,8.70,4.35,0.00,4.35,0.00,0.00,8.70,4.35,13.04,4.35,17.39,13.04,0.00,13.04,0.00,0.00,4.35,8.70,4.35,8.70,0.00,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,8.70,8.70,0.00,0.00,4.35,0.00,0.00,4.35,0.00,13.04,0.00,4.35,8.70,0.00,0.00,8.70,4.35,0.00,21.74,4.35,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,0.00,4.35
Neg,@apple why does #iPhone4 plus #iOS5 equal half the battery life?,11,79.25,50.00,1.00,25.77,11.00,18.18,63.64,36.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,9.09,9.09,9.09,0.00,9.09,9.09,9.09,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,27.27
Neg,@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!,27,7.43,6.93,79.42,1.00,6.75,3.70,88.89,59.26,22.22,11.11,11.11,0.00,0.00,0.00,0.00,11.11,0.00,11.11,11.11,7.41,7.41,3.70,14.81,0.00,0.00,3.70,0.00,0.00,3.70,0.00,3.70,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,14.81,0.00,3.70,7.41,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,3.70,0.00,14.81,11.11,18.52,0.00,0.00,18.52,3.70,7.41,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,29.63,3.70,0.00,0.00,0.00,3.70,14.81,0.00,0.00,3.70,0.00,3.70
Neg,Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?,28,13.85,14.19,74.76,99.00,9.33,3.57,89.29,60.71,17.86,17.86,14.29,0.00,3.57,0.00,0.00,0.00,7.14,10.71,17.86,7.14,7.14,3.57,25.00,3.57,0.00,3.57,0.00,0.00,10.71,10.71,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,10.71,0.00,3.57,3.57,0.00,0.00,3.57,3.57,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,14.29,3.57,10.71,0.00,3.57,7.14,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,0.00,0.00,0.00,3.57,0.00,0.00,0.00,3.57,0.00,7.14
Neg,@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday I'm returning my iPhone 4S.,24,71.61,1.00,91.31,92.40,12.00,16.67,75.00,45.83,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,4.17,16.67,12.50,0.00,4.17,4.17,16.67,8.33,8.33,0.00,4.17,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,4.17,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,4.17,12.50,0.00,12.50,0.00,0.00,12.50,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,12.50
Neg,@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing accessing mail... is this a good premise for #iCloud? @Apple ...,21,54.14,82.96,13.15,95.81,5.25,23.81,61.90,42.86,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,9.52,9.52,9.52,9.52,0.00,9.52,0.00,0.00,4.76,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,4.76,9.52,0.00,0.00,9.52,0.00,14.29,0.00,4.76,9.52,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,71.43,33.33,0.00,9.52,0.00,4.76,0.00,0.00,0.00,0.00,0.00,23.81
Neg,need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work,26,53.63,12.43,94.81,1.00,13.00,11.54,80.77,38.46,11.54,7.69,7.69,0.00,0.00,0.00,0.00,3.85,3.85,7.69,7.69,0.00,7.69,3.85,23.08,7.69,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,0.00,3.85,0.00,0.00,3.85,7.69,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,7.69,3.85,3.85,3.85,0.00,0.00,3.85,23.08,0.00,19.23,0.00,11.54,7.69,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,19.23,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,0.00,7.69
Neg,Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox Chrome). #sadmac,17,58.07,1.00,28.81,25.77,8.50,23.53,47.06,29.41,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,52.94,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53,23.53
Neg,Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi,21,28.22,68.29,1.00,25.77,5.25,23.81,61.90,28.57,4.76,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,4.76,9.52,9.52,4.76,14.29,4.76,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,4.76,9.52,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,0.00,4.76,0.00,14.29,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,42.86,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,19.05
Neg,has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!,23,58.77,50.00,2.02,25.77,11.50,17.39,82.61,60.87,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0.00,8.70,13.04,21.74,4.35,4.35,4.35,26.09,4.35,0.00,0.00,0.00,0.00,8.70,4.35,4.35,0.00,0.00,0.00,8.70,0.00,0.00,4.35,0.00,8.70,0.00,0.00,4.35,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,4.35,13.04,0.00,13.04,0.00,4.35,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35
Neg,@apple thanks apple for ios 5 and losing all my contacts!,11,79.25,50.00,2.40,25.77,11.00,9.09,63.64,27.27,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,18.18,0.00,0.00,0.00,9.09,9.09,18.18,9.09,9.09,0.00,0.00,9.09,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09
Neg,@apple give me my apps back!!!,6,1.80,4.80,99.00,25.77,6.00,0.00,83.33,50.00,33.33,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,0.00,66.67,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,16.67
Neg,@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A MOBILE ME SCREEN,24,92.84,50.00,48.89,25.77,24.00,16.67,70.83,33.33,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,4.17,12.50,4.17,0.00,0.00,4.17,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,12.50,0.00,4.17,0.00,4.17,0.00,4.17,16.67,4.17,12.50,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67
Neg,RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????Wtf!!!!,16,71.61,50.00,7.84,99.00,16.00,25.00,68.75,31.25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,6.25,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,6.25,0.00,6.25,0.00,6.25,0.00,0.00,6.25,0.00,6.25,0.00,0.00,18.75,6.25,18.75,6.25,0.00,0.00,93.75,0.00,0.00,6.25,0.00,31.25,25.00,0.00,0.00,12.50,0.00,18.75
Neg,@tomcolontonio @apple #EPICFAIL,3,92.84,50.00,1.00,25.77,3.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Neg,90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.,27,92.84,50.00,79.42,1.00,27.00,7.41,66.67,44.44,7.41,3.70,3.70,0.00,0.00,0.00,0.00,3.70,3.70,18.52,11.11,0.00,3.70,0.00,14.81,3.70,3.70,0.00,14.81,0.00,3.70,0.00,3.70,0.00,0.00,3.70,3.70,3.70,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,3.70,7.41,0.00,18.52,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.93,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,14.81
